ticket_id,timestamp,alert_severity,alert_type,source_ip,dest_asset,assigned_analyst,time_to_acknowledge,time_to_close,resolution_notes,escalated,shift
TKT-009573,2026-08-18T21:38:34.250158,MEDIUM,Insider Threat,10.145.194.1,net-sw-26,Rohit Malhotra,412,1129,Confirmed true positive for Insider Threat. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-003061,2026-08-24T10:17:49.523254,MEDIUM,Privilege Escalation,10.121.122.8,vpn-gw-29,Ananya Sharma,565,986,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-007986,2026-09-01T23:54:21.492712,LOW,SQL Injection,10.121.7.90,corp-ws-36,Ananya Sharma,743,1781,"Escalated SQL Injection to Tier-2. Forensic analysis revealed legacy application compatibility issue. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-005397,2026-08-19T10:30:11.344590,HIGH,Port Scan,10.34.115.32,hr-ws-38,Rajesh Kumar,195,5188,"Responded to Port Scan on hr-ws-38. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,DAY
TKT-006714,2026-08-24T07:09:44.930743,MEDIUM,Unauthorized Access,10.79.44.124,fin-ws-7,Deepa Reddy,461,3231,Reviewed Unauthorized Access targeting fin-ws-7. Source identified as internal penetration test. Verified with Finance team lead.,True,DAY
TKT-000523,2026-08-19T11:54:05.003875,LOW,C2 Communication,10.135.105.59,vpn-gw-44,Pooja Chauhan,360,708,"Escalated C2 Communication to Tier-2. Forensic analysis revealed legitimate admin remote session. Remediation applied, monitoring for recurrence.",False,DAY
TKT-004332,2026-08-24T05:38:58.415790,HIGH,Data Exfiltration,10.226.169.203,exec-ws-39,Pooja Chauhan,161,5375,"Responded to Data Exfiltration on exec-ws-39. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",True,NIGHT
TKT-009498,2026-08-23T08:33:45.956508,MEDIUM,Data Exfiltration,10.114.33.173,net-sw-11,Amit Verma,252,1935,Detected Data Exfiltration pattern on net-sw-11. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,False,DAY
TKT-008725,2026-09-02T17:52:31.643831,LOW,Phishing Email,10.33.142.237,dev-ws-20,Neha Joshi,419,456,Detected Phishing Email pattern on dev-ws-20. Updated IDS signatures and added source to watchlist. expired SSL certificate renewal process confirmed.,False,SWING
TKT-000377,2026-08-23T17:49:45.360828,MEDIUM,Lateral Movement,10.103.66.88,stg-app-34,Amit Verma,241,1925,No threat detected upon investigation.,True,SWING
TKT-001134,2026-09-06T16:44:15.424314,LOW,Brute Force Attempt,10.169.141.248,fin-ws-37,Priya Patel,780,1502,"Responded to Brute Force Attempt on fin-ws-37. Quarantined suspicious binary, submitted hash to local sandbox. Result: legitimate admin remote session.",False,SWING
TKT-004103,2026-08-14T16:18:13.739232,MEDIUM,Ransomware,10.29.18.184,file-srv-43,Rohit Malhotra,156,3131,Performed deep-dive on Ransomware. Memory dump analysis showed no IOCs. Likely caused by legitimate admin remote session. Closing as benign.,False,SWING
TKT-001981,2026-08-22T10:44:34.216462,MEDIUM,Port Scan,10.12.5.78,prod-web-15,Priya Patel,575,1799,Confirmed true positive for Port Scan. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,True,DAY
TKT-002480,2026-09-11T10:17:18.260517,MEDIUM,Ransomware,10.100.33.210,dev-ws-20,Sunita Rao,102,975,Reviewed Ransomware targeting dev-ws-20. Source identified as internal penetration test. Verified with Engineering team lead.,False,DAY
TKT-002056,2026-08-29T00:04:07.736124,HIGH,Ransomware,10.168.23.100,vpn-gw-29,Deepa Reddy,141,3595,"Responded to Ransomware on vpn-gw-29. Quarantined suspicious binary, submitted hash to local sandbox. Result: legitimate admin remote session.",False,NIGHT
TKT-008199,2026-08-27T23:19:30.476268,HIGH,Unauthorized Access,10.57.24.8,stg-app-4,Ananya Sharma,166,3411,"Escalated Unauthorized Access to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",True,NIGHT
TKT-001056,2026-09-04T08:48:40.859940,LOW,Privilege Escalation,10.71.142.201,net-fw-10,Deepa Reddy,590,994,Reviewed Privilege Escalation targeting net-fw-10. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,DAY
TKT-005028,2026-09-03T06:40:12.678480,CRITICAL,Privilege Escalation,10.251.129.132,file-srv-43,Rohit Malhotra,35,9212,Detected Privilege Escalation pattern on file-srv-43. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,True,DAY
TKT-003010,2026-08-16T02:59:56.244163,MEDIUM,Ransomware,10.68.78.115,fin-ws-22,Neha Joshi,579,853,"Responded to Ransomware on fin-ws-22. Quarantined suspicious binary, submitted hash to local sandbox. Result: expired SSL certificate renewal process.",False,NIGHT
TKT-007522,2026-09-12T01:31:44.092880,MEDIUM,Phishing Email,10.28.12.254,prod-web-30,Neha Joshi,367,2362,Confirmed true positive for Phishing Email. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,NIGHT
TKT-004904,2026-09-06T03:02:11.022456,LOW,C2 Communication,10.3.142.67,exec-ws-9,Neha Joshi,406,1408,"Responded to C2 Communication on exec-ws-9. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,NIGHT
TKT-008818,2026-09-07T20:48:16.744827,LOW,Phishing Email,10.178.176.15,prod-app-1,Sunita Rao,856,830,Confirmed true positive for Phishing Email. Blocked source IP at perimeter firewall. Notified asset owner in Engineering.,False,SWING
TKT-008703,2026-08-28T11:12:03.798451,MEDIUM,Lateral Movement,10.168.50.151,net-fw-25,Ananya Sharma,590,3407,Reviewed Lateral Movement targeting net-fw-25. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,DAY
TKT-002715,2026-08-19T02:32:31.058022,MEDIUM,Ransomware,10.227.141.137,dev-ws-35,Neha Joshi,286,765,Investigated Ransomware on dev-ws-35. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,True,NIGHT
TKT-001239,2026-08-30T04:00:50.323997,CRITICAL,Port Scan,10.172.172.229,prod-web-30,Meera Iyer,105,3730,Triaged Port Scan alert from prod-web-30. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,True,NIGHT
TKT-005299,2026-09-03T07:33:08.118309,HIGH,Insider Threat,10.196.255.160,net-fw-40,Deepa Reddy,201,2095,"Escalated Insider Threat to Tier-2. Forensic analysis revealed outdated vulnerability scanner signatures. Remediation applied, monitoring for recurrence.",False,DAY
TKT-001424,2026-09-07T13:38:40.992863,MEDIUM,DDoS Attack,10.130.107.1,file-srv-13,Sunita Rao,497,1221,Confirmed true positive for DDoS Attack. Blocked source IP at perimeter firewall. Notified asset owner in Operations.,False,DAY
TKT-002014,2026-08-15T00:18:41.164461,CRITICAL,Privilege Escalation,10.176.30.30,prod-app-16,Rajesh Kumar,93,7931,"Escalated Privilege Escalation to Tier-2. Forensic analysis revealed expired SSL certificate renewal process. Remediation applied, monitoring for recurrence.",False,NIGHT
TKT-001895,2026-09-09T09:59:11.498180,CRITICAL,Port Scan,10.85.53.114,fin-ws-22,Ananya Sharma,104,2171,"Responded to Port Scan on fin-ws-22. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,DAY
TKT-006811,2026-08-21T13:22:05.638027,MEDIUM,Unauthorized Access,10.100.63.39,corp-ws-6,Meera Iyer,291,669,Reviewed Unauthorized Access targeting corp-ws-6. Source identified as internal penetration test. Verified with Operations team lead.,False,DAY
TKT-001311,2026-08-31T08:06:08.851099,MEDIUM,C2 Communication,10.251.176.227,exec-ws-24,Sanjay Gupta,518,1344,Detected C2 Communication pattern on exec-ws-24. Updated IDS signatures and added source to watchlist. outdated vulnerability scanner signatures confirmed.,False,DAY
TKT-009956,2026-08-29T06:53:53.721024,LOW,Ransomware,10.20.149.61,vpn-gw-14,Pooja Chauhan,148,1798,Confirmed true positive for Ransomware. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,DAY
TKT-008426,2026-09-01T10:10:15.102149,LOW,Data Exfiltration,10.74.233.28,file-srv-28,Kavita Deshmukh,299,889,Investigated Data Exfiltration on file-srv-28. Contained threat by isolating the host and running full AV scan. Root cause: network topology change during patching.,False,DAY
TKT-009385,2026-08-29T06:29:33.436154,CRITICAL,C2 Communication,10.55.82.99,prod-db-2,Vikram Singh,66,9627,Detected C2 Communication pattern on prod-db-2. Updated IDS signatures and added source to watchlist. misconfigured service account confirmed.,True,DAY
TKT-005455,2026-08-28T12:03:16.305484,HIGH,SQL Injection,10.137.27.93,dev-ws-5,Priya Patel,52,3303,Reviewed SQL Injection targeting dev-ws-5. Source identified as internal penetration test. Verified with Engineering team lead.,True,DAY
TKT-004039,2026-08-26T09:35:37.754477,CRITICAL,DDoS Attack,10.250.112.89,net-sw-26,Deepa Reddy,18,9720,Triaged DDoS Attack alert from net-sw-26. Correlated with SIEM logs — determined to be benign activity from scheduled test traffic from red-team exercise.,False,DAY
TKT-001678,2026-08-21T10:54:34.808960,MEDIUM,Ransomware,10.217.79.227,stg-web-33,Deepa Reddy,455,2807,Investigated Ransomware on stg-web-33. Contained threat by isolating the host and running full AV scan. Root cause: legacy application compatibility issue.,False,DAY
TKT-005909,2026-09-02T06:47:06.254780,MEDIUM,Unauthorized Access,10.125.74.240,stg-app-34,Rohit Malhotra,254,2754,"Responded to Unauthorized Access on stg-app-34. Quarantined suspicious binary, submitted hash to local sandbox. Result: expired SSL certificate renewal process.",False,DAY
TKT-006911,2026-08-24T10:44:56.855544,MEDIUM,Port Scan,10.144.105.28,file-srv-43,Ananya Sharma,71,2064,Investigated Port Scan on file-srv-43. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,DAY
TKT-008346,2026-08-19T13:02:57.725150,MEDIUM,Phishing Email,10.147.79.189,net-fw-10,Sanjay Gupta,417,1441,"Escalated Phishing Email to Tier-2. Forensic analysis revealed expired SSL certificate renewal process. Remediation applied, monitoring for recurrence.",False,DAY
TKT-000892,2026-09-05T18:43:23.320843,CRITICAL,C2 Communication,10.243.63.171,corp-ws-21,Kavita Deshmukh,102,5410,Triaged C2 Communication alert from corp-ws-21. Correlated with SIEM logs — determined to be benign activity from scheduled test traffic from red-team exercise.,True,SWING
TKT-002650,2026-09-06T19:43:41.610310,MEDIUM,XSS Attack,10.249.150.198,stg-web-3,Neha Joshi,282,1336,Reviewed XSS Attack targeting stg-web-3. Source identified as internal penetration test. Verified with Engineering team lead.,False,SWING
TKT-004937,2026-08-19T10:29:32.588875,HIGH,Phishing Email,10.222.197.188,dev-ws-35,Rohit Malhotra,216,5202,Detected Phishing Email pattern on dev-ws-35. Updated IDS signatures and added source to watchlist. legacy application compatibility issue confirmed.,False,DAY
TKT-004420,2026-09-04T20:28:09.312265,CRITICAL,Privilege Escalation,10.153.83.5,stg-app-19,Rohit Malhotra,21,4553,Reviewed Privilege Escalation targeting stg-app-19. Source identified as internal penetration test. Verified with Engineering team lead.,True,SWING
TKT-008069,2026-09-09T00:59:52.317032,HIGH,Port Scan,10.99.175.35,net-sw-26,Karan Mehta,55,1944,"Responded to Port Scan on net-sw-26. Quarantined suspicious binary, submitted hash to local sandbox. Result: network topology change during patching.",False,NIGHT
TKT-002145,2026-09-06T19:17:40.176116,LOW,Port Scan,10.223.151.56,stg-app-19,Amit Verma,266,725,Triaged Port Scan alert from stg-app-19. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,SWING
TKT-002383,2026-08-21T10:50:02.458155,HIGH,Brute Force Attempt,10.226.193.120,prod-app-16,Vikram Singh,215,4761,Triaged Brute Force Attempt alert from prod-app-16. Correlated with SIEM logs — determined to be benign activity from scheduled outdated vulnerability scanner signatures.,False,DAY
TKT-009301,2026-08-18T12:40:55.946965,LOW,Port Scan,10.217.241.246,vpn-gw-44,Ananya Sharma,733,1313,Reviewed Port Scan targeting vpn-gw-44. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,DAY
TKT-007285,2026-08-24T21:07:30.134933,HIGH,Port Scan,10.30.126.203,net-fw-40,Amit Verma,202,1588,Triaged Port Scan alert from net-fw-40. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,False,SWING
TKT-004897,2026-08-17T11:04:10.108184,MEDIUM,Insider Threat,10.43.48.121,prod-db-32,Kavita Deshmukh,507,3529,Triaged Insider Threat alert from prod-db-32. Correlated with SIEM logs — determined to be benign activity from scheduled scheduled maintenance script execution.,True,DAY
TKT-003581,2026-09-05T12:10:31.487002,LOW,Privilege Escalation,10.66.181.251,prod-app-1,Amit Verma,572,1670,Investigated Privilege Escalation on prod-app-1. Contained threat by isolating the host and running full AV scan. Root cause: legacy application compatibility issue.,False,DAY
TKT-004989,2026-08-19T10:59:26.818693,LOW,Privilege Escalation,10.129.101.111,exec-ws-24,Pooja Chauhan,285,542,Reviewed Privilege Escalation targeting exec-ws-24. Source identified as internal penetration test. Verified with Executive Office team lead.,False,DAY
TKT-004177,2026-08-17T15:22:39.279547,HIGH,SQL Injection,10.208.19.26,file-srv-28,Rohit Malhotra,147,7173,Investigated SQL Injection on file-srv-28. Contained threat by isolating the host and running full AV scan. Root cause: legitimate admin remote session.,False,SWING
TKT-000427,2026-08-23T04:38:20.123479,CRITICAL,Unauthorized Access,10.29.2.116,net-sw-41,Sanjay Gupta,45,5230,Issue resolved. Closing ticket.,False,NIGHT
TKT-009589,2026-08-27T18:00:20.834478,LOW,Unauthorized Access,10.188.166.111,stg-app-19,Rohit Malhotra,622,621,"Responded to Unauthorized Access on stg-app-19. Quarantined suspicious binary, submitted hash to local sandbox. Result: misconfigured service account.",False,SWING
TKT-001500,2026-08-24T15:14:12.642143,MEDIUM,Privilege Escalation,10.207.193.145,net-sw-41,Rajesh Kumar,341,2713,Confirmed true positive for Privilege Escalation. Blocked source IP at perimeter firewall. Notified asset owner in IT Infrastructure.,False,SWING
TKT-004997,2026-09-10T03:46:10.529373,LOW,Data Exfiltration,10.23.178.14,net-sw-41,Sanjay Gupta,262,1744,Triaged Data Exfiltration alert from net-sw-41. Correlated with SIEM logs — determined to be benign activity from scheduled legacy application compatibility issue.,False,NIGHT
TKT-008671,2026-09-03T16:25:10.000255,HIGH,Privilege Escalation,10.149.63.14,net-fw-40,Rohit Malhotra,148,3548,"Responded to Privilege Escalation on net-fw-40. Quarantined suspicious binary, submitted hash to local sandbox. Result: legacy application compatibility issue.",False,SWING
TKT-004281,2026-08-23T00:13:25.878191,MEDIUM,Unauthorized Access,10.11.249.68,fin-ws-7,Vikram Singh,233,2210,Investigated Unauthorized Access on fin-ws-7. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,NIGHT
TKT-005786,2026-08-24T23:15:54.924546,MEDIUM,DDoS Attack,10.180.207.40,stg-app-19,Sunita Rao,189,869,Reviewed DDoS Attack targeting stg-app-19. Source identified as internal penetration test. Verified with Engineering team lead.,False,NIGHT
TKT-000827,2026-09-05T20:11:29.929169,MEDIUM,Insider Threat,10.94.3.93,prod-app-16,Amit Verma,444,1957,Investigated Insider Threat on prod-app-16. Contained threat by isolating the host and running full AV scan. Root cause: outdated vulnerability scanner signatures.,False,SWING
TKT-001871,2026-08-26T13:19:09.630912,HIGH,Privilege Escalation,10.92.63.156,exec-ws-9,Pooja Chauhan,124,2360,Investigated Privilege Escalation on exec-ws-9. Contained threat by isolating the host and running full AV scan. Root cause: expired SSL certificate renewal process.,False,DAY
TKT-008694,2026-08-24T21:05:19.314655,LOW,DDoS Attack,10.73.100.27,vpn-gw-44,Rohit Malhotra,133,1080,Reviewed DDoS Attack targeting vpn-gw-44. Source identified as internal penetration test. Verified with IT Infrastructure team lead.,False,SWING
